,Perfil,ID_Func,Idade,Atrito,Departamento,Grau Instrução,Especialidade,Satisfação Ambiente,Gênero,Envolvimento,Cargo,Satisfação Trabalho,Estado Civil,Renda,Relacionamento,Balanço Vida-Profissão,Análise Ambiente,Análise Envolvimento,Análise Trabalho,Análise Relacionamento,Análise Balanço Vida-Profissão
885,Perfil 2,885,25,Não,Vendas,Mestrado,Biologia,Alta,Masculino,Alto,Executivo_Vendas,Muito Alta,Solteiro,4950,Médio,Alta,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
886,Perfil 4,886,30,Não,P & D,Pos_Graduado,Médico,Muito Alta,Masculino,Alto,Pesquisa_Cientifica,Média,Casado,3579,Baixo,Alta,Satisfeito com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
887,Perfil 3,887,42,Não,P & D,Doutorado,Médico,Baixa,Feminino,Alto,Diretor_Pesquisa,Baixa,Casado,13191,Alto,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
888,Perfil 5,888,35,Não,Vendas,Faculdade,Marketing,Alta,Feminino,Médio,Executivo_Vendas,Muito Alta,Casado,10377,Médio,Média,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
889,Perfil 3,889,27,Não,P & D,Pos_Graduado,Biologia,Baixa,Masculino,Alto,Pesquisa_Cientifica,Baixa,Casado,2235,Muito Alto,Média,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
890,Perfil 1,890,54,Não,P & D,Mestrado,Biologia,Muito Alta,Feminino,Alto,Diretor_Manufatura,Alta,Divorciado,10502,Baixo,Baixa,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
891,Perfil 3,891,44,Não,P & D,Ensino_Mèdio,Biologia,Baixa,Feminino,Muito Alto,Pesquisa_Cientifica,Muito Alta,Casado,2011,Muito Alto,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
892,Perfil 3,892,19,Sim,P & D,Pos_Graduado,Médico,Baixa,Feminino,Médio,Pesquisa_Cientifica,Média,Solteiro,1859,Médio,Muito Alta,Colaborador com alguma insatisfação com o ambiente,Colaborador com algum problema de envolvimento,Colaborador com alguma insatisfação no trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
893,Perfil 3,893,29,Não,P & D,Pos_Graduado,Biologia,Baixa,Feminino,Alto,Pesquisa_Cientifica,Muito Alta,Divorciado,3760,Baixo,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
894,Perfil 4,894,54,Não,P & D,Pos_Graduado,Biologia,Muito Alta,Masculino,Alto,Diretor_Pesquisa,Muito Alta,Casado,17779,Baixo,Alta,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
895,Perfil 6,895,31,Não,P & D,Faculdade,Médico,Alta,Masculino,Alto,Repres_Saúde,Baixa,Casado,6833,Muito Alto,Média,Satisfeito com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
896,Perfil 6,896,31,Não,P & D,Pos_Graduado,Médico,Alta,Feminino,Médio,Repres_Saúde,Baixa,Solteiro,6812,Médio,Alta,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Colaborador com alguma insatisfação no trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
897,Perfil 5,897,59,Não,Vendas,Pos_Graduado,Biologia,Alta,Feminino,Médio,Executivo_Vendas,Muito Alta,Solteiro,5171,Muito Alto,Alta,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
898,Perfil 5,898,43,Não,P & D,Pos_Graduado,Biologia,Alta,Masculino,Baixo,Diretor_Pesquisa,Muito Alta,Casado,19740,Médio,Alta,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
899,Perfil 5,899,49,Não,P & D,Faculdade,Médico,Baixa,Masculino,Médio,Gerente,Alta,Casado,18711,Alto,Muito Alta,Colaborador com alguma insatisfação com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
900,Perfil 1,900,36,Não,P & D,Pos_Graduado,Tech,Alta,Masculino,Alto,Pesquisa_Cientifica,Média,Casado,3692,Alto,Média,Satisfeito com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
901,Perfil 1,901,48,Não,P & D,Faculdade,Tech,Muito Alta,Masculino,Muito Alto,Tecnico_Lab,Média,Solteiro,2559,Alto,Média,Satisfeito com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
902,Perfil 3,902,27,Não,P & D,Faculdade,Biologia,Baixa,Masculino,Alto,Pesquisa_Cientifica,Alta,Divorciado,2517,Médio,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
903,Perfil 2,903,29,Não,P & D,Pos_Graduado,Biologia,Alta,Masculino,Alto,Repres_Saúde,Muito Alta,Divorciado,6623,Médio,Alta,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
904,Perfil 2,904,48,Não,P & D,Pos_Graduado,Biologia,Muito Alta,Masculino,Médio,Diretor_Pesquisa,Muito Alta,Solteiro,18265,Alto,Muito Alta,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
905,Perfil 1,905,29,Não,P & D,Pos_Graduado,Biologia,Muito Alta,Feminino,Médio,Diretor_Pesquisa,Muito Alta,Divorciado,16124,Médio,Média,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
906,Perfil 1,906,34,Não,P & D,Pos_Graduado,Tech,Alta,Feminino,Muito Alto,Pesquisa_Cientifica,Alta,Casado,2585,Muito Alto,Média,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
907,Perfil 3,907,44,Não,Vendas,Pos_Graduado,Marketing,Média,Masculino,Alto,Gerente,Média,Casado,18213,Alto,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
908,Perfil 2,908,33,Não,Vendas,Doutorado,Marketing,Muito Alta,Masculino,Muito Alto,Executivo_Vendas,Alta,Divorciado,8380,Muito Alto,Alta,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
909,Perfil 2,909,19,Não,P & D,Pos_Graduado,Biologia,Média,Feminino,Muito Alto,Pesquisa_Cientifica,Muito Alta,Solteiro,2994,Muito Alto,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
910,Perfil 2,910,23,Não,P & D,Faculdade,Biologia,Muito Alta,Masculino,Alto,Pesquisa_Cientifica,Alta,Casado,1223,Muito Alto,Alta,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
911,Perfil 5,911,25,Sim,Vendas,Ensino_Mèdio,Biologia,Alta,Masculino,Baixo,Repres_Vendas,Muito Alta,Solteiro,1118,Muito Alto,Alta,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
912,Perfil 1,912,26,Não,P & D,Faculdade,Biologia,Alta,Masculino,Alto,Pesquisa_Cientifica,Muito Alta,Solteiro,2875,Médio,Média,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
913,Perfil 5,913,45,Sim,Vendas,Pos_Graduado,Marketing,Baixa,Feminino,Baixo,Gerente,Média,Solteiro,18824,Baixo,Alta,Colaborador com alguma insatisfação com o ambiente,Colaborador com algum problema de envolvimento,Colaborador com alguma insatisfação no trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
914,Perfil 6,914,55,Não,P & D,Ensino_Mèdio,Médico,Muito Alta,Masculino,Médio,Repres_Saúde,Média,Divorciado,13577,Muito Alto,Alta,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
915,Perfil 1,915,21,Sim,P & D,Faculdade,Biologia,Baixa,Feminino,Médio,Tecnico_Lab,Alta,Solteiro,2625,Alto,Baixa,Colaborador com alguma insatisfação com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Bom relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
916,Perfil 6,916,46,Não,Vendas,Faculdade,Marketing,Muito Alta,Feminino,Médio,Gerente,Média,Casado,18789,Alto,Alta,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
917,Perfil 6,917,34,Não,Vendas,Pos_Graduado,Marketing,Alta,Feminino,Alto,Executivo_Vendas,Baixa,Solteiro,4538,Muito Alto,Alta,Satisfeito com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
918,Perfil 4,918,51,Não,Vendas,Pos_Graduado,Biologia,Muito Alta,Masculino,Alto,Gerente,Média,Divorciado,19847,Baixo,Média,Satisfeito com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Colaborador com algum problema de relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
919,Perfil 1,919,59,Não,P & D,Mestrado,Médico,Muito Alta,Masculino,Alto,Diretor_Manufatura,Muito Alta,Solteiro,10512,Muito Alto,Média,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
920,Perfil 6,920,34,Não,P & D,Pos_Graduado,Médico,Alta,Feminino,Alto,Tecnico_Lab,Média,Divorciado,4444,Alto,Muito Alta,Satisfeito com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
921,Perfil 1,921,28,Não,P & D,Mestrado,Médico,Muito Alta,Masculino,Alto,Tecnico_Lab,Alta,Solteiro,2154,Alto,Média,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
922,Perfil 6,922,44,Não,P & D,Faculdade,Biologia,Alta,Masculino,Muito Alto,Gerente,Baixa,Divorciado,19190,Muito Alto,Média,Satisfeito com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
923,Perfil 6,923,34,Não,RH,Pos_Graduado,Biologia,Alta,Masculino,Médio,Human Resources,Média,Casado,4490,Muito Alto,Muito Alta,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
924,Perfil 2,924,35,Não,P & D,Ensino_Mèdio,Biologia,Alta,Masculino,Alto,Pesquisa_Cientifica,Alta,Casado,3506,Muito Alto,Alta,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
925,Perfil 3,925,42,Não,P & D,Mestrado,Médico,Média,Feminino,Muito Alto,Pesquisa_Cientifica,Média,Casado,2372,Muito Alto,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
926,Perfil 2,926,43,Não,Vendas,Mestrado,Marketing,Muito Alta,Feminino,Médio,Executivo_Vendas,Muito Alta,Solteiro,10231,Muito Alto,Muito Alta,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
927,Perfil 6,927,36,Não,P & D,Mestrado,Biologia,Alta,Feminino,Alto,Diretor_Manufatura,Média,Solteiro,5410,Muito Alto,Alta,Satisfeito com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
928,Perfil 3,928,44,Sim,P & D,Pos_Graduado,Médico,Baixa,Feminino,Alto,Repres_Saúde,Muito Alta,Casado,7978,Muito Alto,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
929,Perfil 4,929,28,Não,P & D,Pos_Graduado,Biologia,Muito Alta,Masculino,Médio,Tecnico_Lab,Muito Alta,Casado,3867,Médio,Alta,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
930,Perfil 5,930,51,Não,P & D,Faculdade,Médico,Média,Feminino,Médio,Tecnico_Lab,Alta,Solteiro,2838,Médio,Média,Colaborador com alguma insatisfação com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
931,Perfil 2,931,30,Não,P & D,Faculdade,Médico,Alta,Feminino,Alto,Diretor_Manufatura,Alta,Solteiro,4695,Alto,Alta,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
932,Perfil 4,932,29,Sim,P & D,Pos_Graduado,Tech,Média,Feminino,Alto,Tecnico_Lab,Alta,Divorciado,3339,Baixo,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
933,Perfil 6,933,28,Não,P & D,Pos_Graduado,Tech,Muito Alta,Masculino,Alto,Pesquisa_Cientifica,Baixa,Solteiro,2080,Médio,Média,Satisfeito com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Colaborador com algum problema de relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
934,Perfil 1,934,25,Não,P & D,Pos_Graduado,Médico,Muito Alta,Feminino,Alto,Pesquisa_Cientifica,Média,Solteiro,2096,Muito Alto,Média,Satisfeito com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
935,Perfil 2,935,32,Não,Vendas,Pos_Graduado,Médico,Alta,Masculino,Muito Alto,Executivo_Vendas,Muito Alta,Casado,6209,Alto,Muito Alta,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
936,Perfil 3,936,45,Não,P & D,Pos_Graduado,Médico,Média,Feminino,Alto,Gerente,Média,Solteiro,18061,Alto,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
937,Perfil 6,937,39,Não,P & D,Mestrado,Médico,Alta,Feminino,Médio,Gerente,Média,Divorciado,17123,Muito Alto,Alta,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
938,Perfil 3,938,58,Não,P & D,Mestrado,Biologia,Baixa,Masculino,Alto,Pesquisa_Cientifica,Alta,Divorciado,2372,Muito Alto,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
939,Perfil 4,939,32,Sim,P & D,Faculdade,Biologia,Muito Alta,Masculino,Alto,Tecnico_Lab,Alta,Casado,4883,Baixo,Alta,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
940,Perfil 4,940,39,Sim,P & D,Pos_Graduado,Médico,Alta,Masculino,Alto,Pesquisa_Cientifica,Baixa,Solteiro,3904,Baixo,Alta,Satisfeito com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
941,Perfil 5,941,30,Não,P & D,Pos_Graduado,Tech,Baixa,Feminino,Médio,Tecnico_Lab,Muito Alta,Casado,4627,Baixo,Alta,Colaborador com alguma insatisfação com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
942,Perfil 4,942,36,Não,P & D,Mestrado,Tech,Muito Alta,Feminino,Alto,Repres_Saúde,Alta,Casado,7094,Baixo,Alta,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
943,Perfil 6,943,46,Não,RH,Faculdade,Biologia,Muito Alta,Feminino,Alto,Human Resources,Baixa,Solteiro,3423,Alto,Muito Alta,Satisfeito com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
944,Perfil 5,944,28,Não,P & D,Pos_Graduado,Biologia,Alta,Feminino,Baixo,Tecnico_Lab,Muito Alta,Casado,6674,Baixo,Alta,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
